epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,12.7986,0.50299,1.23245,0.80884,0.96021,0.9493,0.97773,0.86718,0.53088,0.40066,0.85186,0.000490912,0.000490912,0.000490912
18,13.4699,0.74014,0.67198,1.23177,0.95529,0.94886,0.97577,0.87178,0.51175,0.38115,0.84347,0.000479907,0.000479907,0.000479907
19,14.1294,0.5502,0.5638,0.91059,0.92572,0.92363,0.97353,0.86833,0.50207,0.44726,0.8289,0.000468901,0.000468901,0.000468901
20,14.7714,0.65897,0.57664,0.97489,0.94878,0.93816,0.97365,0.86596,0.5105,0.40772,0.83226,0.000457895,0.000457895,0.000457895
21,15.4103,0.52754,0.46164,0.91716,0.93307,0.96741,0.96995,0.869,0.50271,0.37062,0.8373,0.00044689,0.00044689,0.00044689
22,16.0454,0.53176,0.48184,0.89295,0.96006,0.96208,0.97124,0.87528,0.48473,0.4158,0.83181,0.000435884,0.000435884,0.000435884
23,16.7025,0.54453,0.4696,0.89655,0.92605,0.94125,0.95691,0.86126,0.47681,0.4209,0.83316,0.000424879,0.000424879,0.000424879
24,17.3454,0.53637,0.48136,0.89038,0.92269,0.94393,0.93821,0.83926,0.51676,0.44377,0.84601,0.000413873,0.000413873,0.000413873
25,17.9954,0.50996,0.46622,0.88039,0.94916,0.92887,0.95244,0.86053,0.486,0.38795,0.82974,0.000402868,0.000402868,0.000402868
26,18.6332,0.5516,0.47272,0.91746,0.93533,0.91133,0.94395,0.84527,0.49392,0.41106,0.82565,0.000391862,0.000391862,0.000391862
27,19.2665,0.56931,0.49474,0.85925,0.91533,0.94187,0.95062,0.85329,0.49048,0.44419,0.82371,0.000380857,0.000380857,0.000380857
28,19.9083,0.50654,0.42835,0.89155,0.94874,0.95061,0.9754,0.88026,0.48002,0.34029,0.81729,0.000369851,0.000369851,0.000369851
29,20.5757,0.51667,0.42688,0.90817,0.94753,0.95548,0.97692,0.8725,0.49543,0.33314,0.82241,0.000358846,0.000358846,0.000358846
30,21.217,0.51631,0.40242,0.90439,0.94739,0.95573,0.97842,0.88226,0.52637,0.32693,0.83116,0.00034784,0.00034784,0.00034784
31,21.8831,0.51414,0.49183,0.89743,0.95602,0.94975,0.97554,0.87486,0.54431,0.32384,0.83944,0.000336835,0.000336835,0.000336835
32,22.5277,0.58477,0.49888,0.91062,0.95615,0.95963,0.97674,0.87949,0.51954,0.31941,0.84093,0.000325829,0.000325829,0.000325829
33,23.1618,0.51286,0.42151,0.88413,0.94287,0.9684,0.9728,0.87687,0.52851,0.31858,0.83953,0.000314824,0.000314824,0.000314824
34,23.796,0.49285,0.39375,0.8971,0.97092,0.96646,0.97496,0.87866,0.50715,0.31841,0.83236,0.000303818,0.000303818,0.000303818
35,24.4279,0.48597,0.40167,0.88239,0.95162,0.9702,0.97129,0.879,0.48477,0.34737,0.82588,0.000292813,0.000292813,0.000292813
36,25.0683,0.50358,0.39465,0.88966,0.93715,0.97536,0.97319,0.88129,0.48465,0.35118,0.82933,0.000281807,0.000281807,0.000281807
37,25.7023,0.47886,0.40979,0.88098,0.94308,0.97211,0.97514,0.88577,0.47122,0.32607,0.82132,0.000270802,0.000270802,0.000270802
38,26.3581,0.46912,0.37163,0.88319,0.94275,0.97125,0.9741,0.88489,0.47035,0.30423,0.81815,0.000259796,0.000259796,0.000259796
39,26.9919,0.50955,0.40176,0.93357,0.95663,0.9698,0.97423,0.8798,0.47595,0.29354,0.81902,0.000248791,0.000248791,0.000248791
40,27.637,0.46478,0.35742,0.87058,0.95504,0.9705,0.97341,0.8925,0.45993,0.2847,0.81476,0.000237785,0.000237785,0.000237785
41,28.2994,0.52673,0.37771,0.90126,0.95725,0.96259,0.97297,0.88885,0.46195,0.29494,0.81439,0.00022678,0.00022678,0.00022678
42,28.9321,0.46373,0.35233,0.87059,0.95244,0.96144,0.97229,0.89106,0.45724,0.31237,0.81179,0.000215774,0.000215774,0.000215774
43,29.5676,0.49724,0.44042,0.90369,0.95636,0.9653,0.96865,0.88856,0.44593,0.32073,0.80839,0.000204769,0.000204769,0.000204769
44,30.2095,0.47883,0.42726,0.89488,0.96021,0.9567,0.96669,0.88079,0.44933,0.32012,0.81123,0.000193763,0.000193763,0.000193763
45,30.841,0.48137,0.36323,0.85715,0.94935,0.96497,0.96933,0.88113,0.47789,0.31813,0.82144,0.000182758,0.000182758,0.000182758
46,31.474,0.45485,0.34935,0.8812,0.94478,0.97521,0.96996,0.88282,0.47559,0.31185,0.82187,0.000171752,0.000171752,0.000171752
47,32.1037,0.49865,0.38221,0.92197,0.95536,0.96893,0.97132,0.88348,0.47436,0.28983,0.82111,0.000160747,0.000160747,0.000160747
48,32.7459,0.46169,0.39506,0.89197,0.96433,0.96025,0.97148,0.88415,0.46533,0.28955,0.81895,0.000149741,0.000149741,0.000149741
49,33.3831,0.43192,0.33955,0.8671,0.97708,0.94922,0.97131,0.88587,0.46729,0.29242,0.81699,0.000138736,0.000138736,0.000138736
50,34.0176,0.42955,0.3187,0.87381,0.95902,0.95254,0.97371,0.89061,0.45191,0.28637,0.81435,0.000127731,0.000127731,0.000127731
51,35.0149,0.43889,0.49995,0.82859,0.95552,0.95199,0.96997,0.89005,0.44897,0.28548,0.81979,0.000116725,0.000116725,0.000116725
52,35.6695,0.36331,0.28771,0.80994,0.94487,0.94735,0.96995,0.88152,0.45755,0.29823,0.82369,0.00010572,0.00010572,0.00010572
53,36.3042,0.44035,0.39901,0.81944,0.94261,0.94651,0.96859,0.88625,0.46444,0.30007,0.82342,9.4714e-05,9.4714e-05,9.4714e-05
54,36.9373,0.33849,0.27684,0.79371,0.93963,0.94382,0.96829,0.88511,0.47085,0.2989,0.82452,8.37085e-05,8.37085e-05,8.37085e-05
55,37.5717,0.34727,0.25339,0.81093,0.93908,0.94122,0.96701,0.88383,0.46712,0.29871,0.82391,7.2703e-05,7.2703e-05,7.2703e-05
56,38.2131,0.34288,0.25907,0.78957,0.93596,0.92743,0.96797,0.88926,0.46143,0.29744,0.82167,6.16975e-05,6.16975e-05,6.16975e-05
57,38.8435,0.33654,0.2523,0.80457,0.93483,0.93282,0.96902,0.89085,0.4655,0.30053,0.8216,5.0692e-05,5.0692e-05,5.0692e-05
58,39.4767,0.4109,0.29544,0.84033,0.9331,0.94177,0.9689,0.89232,0.46797,0.29998,0.82312,3.96865e-05,3.96865e-05,3.96865e-05
59,40.1078,0.33965,0.25248,0.82582,0.93423,0.94248,0.96897,0.88988,0.46466,0.29445,0.82161,2.8681e-05,2.8681e-05,2.8681e-05
60,40.7494,0.35828,0.34158,0.83268,0.94736,0.92984,0.96866,0.88823,0.46149,0.29015,0.82041,1.76755e-05,1.76755e-05,1.76755e-05
