epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,88.6145,0.42671,0.32942,0.81648,0.9686,0.94383,0.99193,0.90861,0.45719,0.29541,0.81306,0.000486875,0.000486875,0.000486875
39,90.9298,0.42393,0.31137,0.81919,0.9699,0.97811,0.99337,0.9135,0.4539,0.26374,0.812,0.00046625,0.00046625,0.00046625
40,93.2625,0.42737,0.31517,0.82072,0.97875,0.95782,0.99186,0.90723,0.4553,0.27171,0.81286,0.000445625,0.000445625,0.000445625
41,95.5703,0.41991,0.30802,0.81622,0.94561,0.92481,0.98139,0.89851,0.45261,0.34725,0.81102,0.000425,0.000425,0.000425
42,97.8674,0.41611,0.29598,0.81359,0.94434,0.93914,0.98735,0.90573,0.45341,0.3504,0.80776,0.000404375,0.000404375,0.000404375
43,100.185,0.42238,0.29698,0.81678,0.96921,0.96164,0.9907,0.90965,0.45127,0.27778,0.80908,0.00038375,0.00038375,0.00038375
44,102.487,0.40983,0.28544,0.81753,0.97981,0.96737,0.99153,0.91394,0.45084,0.24913,0.81166,0.000363125,0.000363125,0.000363125
45,104.827,0.40617,0.27288,0.81467,0.95048,0.97188,0.98972,0.91064,0.45694,0.31063,0.81211,0.0003425,0.0003425,0.0003425
46,107.132,0.40566,0.2876,0.81587,0.96153,0.97871,0.99337,0.90906,0.45674,0.257,0.8119,0.000321875,0.000321875,0.000321875
47,109.445,0.40635,0.28674,0.81563,0.97115,0.98699,0.99267,0.91304,0.45206,0.24651,0.8118,0.00030125,0.00030125,0.00030125
48,111.746,0.41418,0.28201,0.81239,0.94762,0.94679,0.99155,0.91374,0.44605,0.33938,0.80861,0.000280625,0.000280625,0.000280625
49,114.056,0.39893,0.26652,0.80993,0.94845,0.94972,0.9888,0.91022,0.4547,0.31894,0.81285,0.00026,0.00026,0.00026
50,116.367,0.39819,0.25696,0.81132,0.97996,0.97737,0.9931,0.91488,0.45122,0.24656,0.81206,0.000239375,0.000239375,0.000239375
51,119.077,0.38561,0.22772,0.79776,0.93435,0.9451,0.9893,0.90812,0.45472,0.34352,0.81368,0.00021875,0.00021875,0.00021875
52,121.393,0.39367,0.223,0.79691,0.92547,0.9201,0.97702,0.89673,0.45687,0.41617,0.81225,0.000198125,0.000198125,0.000198125
53,123.696,0.38424,0.21256,0.79713,0.96011,0.93529,0.98897,0.90742,0.46002,0.30722,0.81356,0.0001775,0.0001775,0.0001775
54,125.991,0.38148,0.20588,0.79235,0.97761,0.9704,0.99226,0.91513,0.45166,0.24583,0.81112,0.000156875,0.000156875,0.000156875
55,128.323,0.37269,0.20139,0.79226,0.95483,0.95351,0.99063,0.90857,0.45182,0.29065,0.80999,0.00013625,0.00013625,0.00013625
56,130.626,0.37494,0.20221,0.79218,0.95922,0.97506,0.9933,0.91947,0.44533,0.25189,0.8065,0.000115625,0.000115625,0.000115625
57,132.946,0.37747,0.1969,0.79766,0.9482,0.94409,0.99,0.91272,0.44361,0.31507,0.80754,9.5e-05,9.5e-05,9.5e-05
58,135.247,0.36855,0.19343,0.79477,0.95765,0.97619,0.99142,0.91338,0.44832,0.25768,0.80963,7.4375e-05,7.4375e-05,7.4375e-05
59,137.551,0.36705,0.18652,0.79383,0.96313,0.94411,0.9865,0.9093,0.44567,0.28707,0.80845,5.375e-05,5.375e-05,5.375e-05
60,139.846,0.36597,0.18528,0.79168,0.96221,0.96453,0.98821,0.90961,0.44716,0.27334,0.81025,3.3125e-05,3.3125e-05,3.3125e-05
