epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,43.6327,1.41068,1.24528,1.21604,0.56479,0.38628,0.41568,0.22904,1.62646,1.74987,1.38434,0.001175,0.001175,0.001175
27,45.273,1.41403,1.27945,1.17474,0.53845,0.44765,0.42602,0.23378,1.61874,1.68977,1.39804,0.001142,0.001142,0.001142
28,46.9281,1.40691,1.27569,1.22451,0.66044,0.42833,0.46032,0.25539,1.6203,1.77731,1.37645,0.001109,0.001109,0.001109
29,48.588,1.40078,1.3064,1.21021,0.6037,0.39711,0.43204,0.23719,1.62412,1.68582,1.35361,0.001076,0.001076,0.001076
30,50.2289,1.35994,1.27632,1.17632,0.61928,0.37906,0.42809,0.23706,1.67533,1.63503,1.42222,0.001043,0.001043,0.001043
31,51.8668,1.39495,1.34236,1.22721,0.55995,0.46209,0.45979,0.25437,1.69444,1.68948,1.41017,0.00101,0.00101,0.00101
32,53.5092,1.33758,1.19555,1.17893,0.63185,0.39711,0.443,0.2287,1.69455,1.69795,1.44045,0.000977,0.000977,0.000977
33,55.1397,1.34307,1.21588,1.17438,0.61374,0.42599,0.45459,0.25026,1.6368,1.6582,1.36565,0.000944,0.000944,0.000944
34,56.7715,1.31627,1.20399,1.17072,0.72034,0.35379,0.41611,0.23075,1.68663,1.7622,1.40066,0.000911,0.000911,0.000911
35,58.411,1.267,1.15089,1.15015,0.61213,0.45848,0.47571,0.26213,1.67224,1.64896,1.41489,0.000878,0.000878,0.000878
36,60.1089,1.29628,1.12945,1.15153,0.63371,0.43721,0.46462,0.26594,1.69086,1.73571,1.44433,0.000845,0.000845,0.000845
37,61.7718,1.32148,1.1401,1.14739,0.64364,0.40433,0.47871,0.28361,1.64776,1.593,1.40355,0.000812,0.000812,0.000812
38,63.43,1.24804,1.07561,1.11667,0.59106,0.44043,0.45739,0.2667,1.57257,1.63591,1.35593,0.000779,0.000779,0.000779
39,65.0744,1.23642,1.0643,1.12199,0.57882,0.41877,0.45221,0.2487,1.6466,1.67498,1.40361,0.000746,0.000746,0.000746
40,66.7214,1.25403,1.04144,1.1326,0.59586,0.42582,0.45331,0.24443,1.64844,1.68071,1.39981,0.000713,0.000713,0.000713
41,68.3563,1.20588,1.03099,1.11369,0.49785,0.45487,0.44662,0.24939,1.7,1.73838,1.42067,0.00068,0.00068,0.00068
42,69.992,1.21628,1.00069,1.09536,0.5176,0.42238,0.43794,0.23634,1.68543,1.80339,1.41879,0.000647,0.000647,0.000647
43,71.6431,1.22387,1.00196,1.09941,0.52057,0.4657,0.43266,0.2375,1.66919,1.75039,1.41139,0.000614,0.000614,0.000614
44,73.2925,1.19642,1.01215,1.10682,0.61966,0.4296,0.47021,0.25825,1.58686,1.60392,1.35479,0.000581,0.000581,0.000581
45,74.9296,1.17173,0.99075,1.0736,0.56803,0.43321,0.4674,0.25626,1.61357,1.58057,1.38699,0.000548,0.000548,0.000548
46,76.565,1.16293,0.97582,1.09552,0.6037,0.43447,0.47238,0.26345,1.5773,1.56476,1.35653,0.000515,0.000515,0.000515
47,78.2104,1.18298,0.96124,1.08639,0.65542,0.42599,0.49328,0.26731,1.56517,1.6169,1.3652,0.000482,0.000482,0.000482
48,79.8578,1.13491,0.94151,1.06721,0.65847,0.43321,0.48857,0.2622,1.6014,1.63996,1.3736,0.000449,0.000449,0.000449
49,81.4984,1.15526,0.91823,1.0744,0.65346,0.44404,0.47732,0.26041,1.59793,1.64669,1.3495,0.000416,0.000416,0.000416
50,83.1353,1.12698,0.91179,1.07263,0.65612,0.46209,0.50017,0.27014,1.61536,1.62794,1.37067,0.000383,0.000383,0.000383
51,85.0799,1.1083,0.86831,1.06406,0.62699,0.45848,0.4919,0.27001,1.62355,1.65841,1.36328,0.00035,0.00035,0.00035
52,86.738,1.09941,0.87561,1.04766,0.65351,0.46931,0.50402,0.27966,1.62275,1.63037,1.37778,0.000317,0.000317,0.000317
53,88.3729,1.05653,0.83973,1.04667,0.63217,0.44765,0.48447,0.26219,1.61237,1.70287,1.36291,0.000284,0.000284,0.000284
54,90.0028,1.06688,0.83847,1.05022,0.62746,0.43321,0.46507,0.25304,1.6024,1.67932,1.36826,0.000251,0.000251,0.000251
55,91.6354,1.04159,0.79462,1.04772,0.64639,0.4296,0.484,0.26939,1.60849,1.71823,1.37363,0.000218,0.000218,0.000218
56,93.2828,1.02801,0.78517,1.02728,0.65347,0.44043,0.49563,0.2724,1.60222,1.64831,1.36433,0.000185,0.000185,0.000185
57,94.9164,1.03322,0.76914,1.0293,0.63877,0.45848,0.49988,0.27988,1.60858,1.67139,1.36306,0.000152,0.000152,0.000152
58,96.5478,1.0337,0.76672,1.03621,0.65687,0.44765,0.49701,0.27057,1.63929,1.74159,1.37519,0.000119,0.000119,0.000119
59,98.186,1.02619,0.76284,1.01544,0.7055,0.42378,0.4958,0.27216,1.63024,1.64819,1.37165,8.6e-05,8.6e-05,8.6e-05
60,99.8274,0.99873,0.73933,1.02302,0.7177,0.43682,0.50652,0.27699,1.61234,1.64283,1.36147,5.3e-05,5.3e-05,5.3e-05
